,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh,id,locality,state,long,lat,dc,type,status,sa3,sa3name,sa4,sa4name,region,Lat_precise,Long_precise,SA1_MAINCODE_2011,SA1_MAINCODE_2016,SA2_MAINCODE_2016,SA2_NAME_2016,SA3_CODE_2016,SA3_NAME_2016,SA4_CODE_2016,SA4_NAME_2016,RA_2011,RA_2016,MMM_2015,MMM_2019,ced,altitude,chargezone,phn_code,phn_name,lgaregion,lgacode,electorate,electoraterating
1514,4358,482,971,43.2,2835,1911,924,0,419,63,0,34203,"218,900",51.1,9385,CAMBOOYA,QLD,151.859857,-27.7283,CAMBOOYA - LPO,Delivery Area,Updated 6-Feb-2020,31701,Toowoomba,317,Toowoomba,R3,-27.7118398,151.8570111,31701144511,31701144511,317011445,Cambooya - Wyreema,31701,Toowoomba,317,Toowoomba,2,2,2,2,Groom,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1515,4359,298,545,48.1,1674,1150,524,0,262,36,0,18851,"120,649",28.2,9390,ASCOT,QLD,152.03681,-27.794456,QLD Country 1,,Updated 6-Feb-2020,31701,Toowoomba,317,Toowoomba,R3,-27.8175,151.967,30703118410,30703118410,307031184,Clifton - Greenmount,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Groom,542.3859863,Q2,PHN304,Darling Downs and West Moreton,Lockyer Valley,34580,Wright,Rural
1516,4360,158,294,37.8,1493,493,1000,0,111,47,0,8589,"54,969",12.8,9396,NOBBY,QLD,151.907036,-27.853801,NOBBY,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-27.8545522,151.9028584,30703118407,30703118407,307031184,Clifton - Greenmount,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,498.6174927,Q2,PHN304,Darling Downs and West Moreton,Lockyer Valley,34580,Maranoa,Rural
1517,4361,528,1284,35,3434,1885,1549,0,450,78,0,50709,"324,536",75.9,9397,BACK PLAINS,QLD,151.948279,-27.965214,CLIFTON - LPO,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-27.8833816,151.7787703,30703118412,30703118412,307031184,Clifton - Greenmount,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Lockyer Valley,34580,Maranoa,Rural
1518,4362,630,1110,48.6,4430,2266,2164,0,539,91,0,42548,"272,305",63.6,9413,ALLORA,QLD,151.841358,-28.050522,ALLORA - LPO,Delivery Area,Updated 4-Dec-2022,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.033333,151.983333,30703118602,30703118602,307031186,Southern Downs - West,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,488.0723877,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1519,4363,170,235,66,817,604,213,0,155,15,0,8480,"54,270",12.7,9417,SOUTHBROOK,QLD,151.739695,-27.676647,TOOWOOMBA MAIL CENTRE,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.6834647,151.7155622,30702118204,30702118204,307021182,Pittsworth,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,516.5570068,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial
1520,4364,53,79,59.5,342,231,111,0,47,6,0,6313,"40,405",9.3,9418,BROOKSTEAD,QLD,151.396183,-27.710492,BROOKSTEAD - LPO,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.7569394,151.4513347,30702118211,30702118211,307021182,Pittsworth,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,378.4510803,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial
1521,4365,139,315,39.7,818,584,234,0,125,14,0,9071,"58,052",13.5,9419,LEYBURN,QLD,151.597527,-28.017149,LEYBURN-LPO,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.0364199,151.5836897,30703118612,30703118612,307031186,Southern Downs - West,30703,Granite Belt,307,Darling Downs - Maranoa,3,2,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1522,4370,3412,9154,33.7,98992,13249,7571,78172,3082,329,1,78151,"500,168",113,21062,ALLAN,QLD,151.9514612,-28.195678,Warwick,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.1883924,151.9521174,30703118608,30703118608,307031186,Southern Downs - West,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,468.9286804,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1523,4371,190,354,49.7,931,733,198,0,176,14,0,13983,"89,488",20.2,9433,EMU VALE,QLD,152.234242,-28.199024,YANGAN - LPO,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.2284001,152.2418579,30703118505,30703118505,307031185,Southern Downs - East,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1524,4372,38,68,52.9,155,131,24,0,36,2,0,3350,"21,440",4.8,9436,TANNYMOREL,QLD,152.233089,-28.303067,WARWICK,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.2914624,152.2476363,30703118511,30703118511,307031185,Southern Downs - East,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,503.1660461,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1525,4373,211,445,43.1,1423,822,423,178,192,18,1,16841,"107,781",24.4,9437,KILLARNEY,QLD,152.305204,-28.349373,KILLARNEY - LPO,Delivery Area,Updated 6-Feb-2020,31002,Ipswich Hinterland,310,Ipswich,R3,-28.333333,152.3,30703118506,30703118506,307031185,Southern Downs - East,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,771.366272,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1526,4374,106,197,47.2,621,387,234,0,93,13,0,7927,"50,735",11.5,9438,DALVEEN,QLD,151.744738,-28.463902,DALVEEN - LPO,Delivery Area,Updated 4-Dec-2022,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.486,151.971,30703118609,30703118609,307031186,Southern Downs - West,30703,Granite Belt,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,740.5709229,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1527,4375,43,116,30.2,290,136,154,0,35,8,0,5147,"32,939",7.4,23923,COTTONVALE,NSW,151.9402838,-28.52028627,QLD Country 2,,Updated 4-Dec-2022,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.519717,151.9489674,30703118804,30703118804,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Tenterfield,17400,Maranoa,Rural
1528,4376,76,175,36.6,612,255,357,0,64,12,0,5697,"36,459",8.2,9440,THULIMBAH,QLD,151.933783,-28.541494,THE SUMMIT-LPO,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.5513492,151.9490005,30703118810,30703118810,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,4,Maranoa,894.3115234,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1529,4377,140,267,46.4,839,520,319,0,124,16,0,7230,"46,274",10.5,21101,GLEN NIVEN,QLD,151.9729641,-28.58716707,QLD Country 2,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.5906079,151.9755361,30703118811,30703118811,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,4,Maranoa,887.0533447,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1530,4378,125,219,51.6,695,439,256,0,113,12,0,11488,"73,525",16.6,9442,APPLETHORPE,QLD,151.955491,-28.613948,STANTHORPE,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.6167522,151.9666314,30703118812,30703118812,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,4,Maranoa,880.4070435,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1531,4380,1729,3783,42.5,9189,6822,2367,0,1606,123,0,102307,"654,768",148.2,21103,AMIENS,QLD,151.8126377,-28.60158006,Stanthorpe,Delivery Area,Updated 4-Dec-2022,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.5887,151.809,30703118806,30703118806,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,816.4022827,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1532,4381,165,354,39.5,951,613,338,0,140,25,0,9042,"57,867",13.1,21123,FLETCHER,QLD,151.8704639,-28.77023423,QLD Country 2,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.7704,151.87,30703118808,30703118808,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1533,4382,126,324,33.3,787,449,338,0,108,18,0,11516,"73,700",16.7,9447,BALLANDEAN,QLD,151.847374,-28.845315,BALLANDEAN - LPO,Delivery Area,Updated 3-Dec-2022,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.801,151.843,30703118808,30703118808,307031188,Stanthorpe Region,30703,Granite Belt,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,713,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1534,4383,172,329,50.5,773,696,77,0,166,6,0,8779,"56,183",12.7,21127,JENNINGS,NSW,151.9694117,-28.94051178,QLD Country 2,Delivery Area,Updated 6-Feb-2020,30703,Granite Belt,307,Darling Downs - Maranoa,R3,-28.951,151.944,11002119413,11002119413,110021194,Tenterfield,11002,Inverell - Tenterfield,110,New England and North West,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Tenterfield,17400,Maranoa,Rural
1535,4384,5,25,,35,22,13,0,4,1,0,1369,"8,760",2,9450,LIMEVALE,QLD,151.183208,-28.728006,TEXAS LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.7213662,151.1859873,30701117412,30701117412,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,317.4083862,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1536,4385,221,695,29.1,1283,907,376,0,202,19,0,23161,"148,233",33.5,9451,BEEBO,QLD,151.24801,-28.777563,TEXAS LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.7192981,150.9667363,30701117412,30701117412,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,272.6534424,Q2,PHN304,Darling Downs and West Moreton,Southern Downs,36660,Maranoa,Rural
1537,4387,214,611,28.3,1599,770,829,0,173,41,0,28368,"181,556",41.1,9460,BRUSH CREEK,QLD,150.967836,-28.341631,INGLEWOOD LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.6267375,151.1378688,30701117412,30701117412,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Goondiwindi,33610,Maranoa,Rural
1538,4388,79,220,33.2,388,267,121,0,73,6,0,9597,"61,419",14.5,9469,KURUMBUL,QLD,150.646259,-28.508802,YELARBON - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.5531459,150.4590999,30701117410,30701117410,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Goondiwindi,33610,Maranoa,Rural
1539,4390,979,2889,29.8,7300,3826,2776,698,862,116,1,103808,"664,373",157.3,9471,BILLA BILLA,QLD,150.321016,-28.228906,GOONDIWINDI,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-28.1460065,150.3020125,30701117409,30701117409,307011174,Inglewood - Waggamba,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Goondiwindi,33610,Maranoa,Rural
1540,4400,510,796,58.2,2773,2070,703,0,463,47,0,17187,"109,994",25.2,9481,KINGSTHORPE,QLD,151.856298,-27.4855,KINGSTHORPE-LPO,Delivery Area,Updated 6-Feb-2020,31701,Toowoomba,317,Toowoomba,R3,-27.4750785,151.8213116,31701144909,31701144912,317011449,Gowrie (Qld),31701,Toowoomba,317,Toowoomba,2,2,2,2,Groom,486.6239624,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial
1541,4401,1031,2244,40.7,105824,3846,2185,99793,914,115,2,83993,"537,557",123.8,9482,ACLAND,QLD,151.703647,-27.473135,OAKEY POST SHOP,Delivery Area,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.3121579,151.6592842,30702117921,30702117921,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial
1542,4402,75,224,32.6,363,334,29,0,73,2,0,5586,"35,751",8.2,9498,COOYAR,QLD,151.803967,-26.978981,COOYAR - CMA,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-26.9935232,151.7886398,30702117913,30702117913,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,485.5184021,Q2,PHN304,Darling Downs and West Moreton,Somerset,36580,Maranoa,Rural
1543,4403,169,383,36.3,1338,605,733,0,139,30,0,27265,"174,496",40.1,9501,BRYMAROO,QLD,151.596963,-27.320633,JONDARYAN - LPO,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.2226793,151.6256824,30702117922,30702117922,307021179,Crows Nest - Rosalie,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,434.756897,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Groom,Provincial
1544,4404,76,212,28.8,717,285,432,0,61,15,0,19798,"126,706",29.1,9507,BOWENVILLE,QLD,151.480666,-27.33128,BOWENVILLE-CMA,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.2573694,151.5022905,30702118024,30702118024,307021180,Jondaryan,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Groom,365.6092529,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1545,4405,2359,6582,30.7,19645,9153,7603,2889,2020,337,2,191252,"1,224,011",282.4,23896,BEELBEE,QLD,151.396625,-27.192428,Dalby,,Updated 4-Dec-2022,31902,Burnett,319,Wide Bay,R3,-27.1711282,151.4315094,30702118024,30702118024,307021180,Jondaryan,30702,Darling Downs - East,307,Darling Downs - Maranoa,2,2,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1546,4406,243,697,27.8,139436,783,1061,137592,194,48,1,82614,"528,732",121.3,9526,BOONDANDILLA,QLD,151.433657,-27.064207,DALBY,Delivery Area,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.9220272,150.6047121,30701117809,30701117815,307011178,Tara,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,390.2744751,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1547,4407,100,305,27.5,846,422,424,0,84,16,0,14051,"89,928",20.6,9249,CATTLE CREEK,QLD,150.961981,-27.563685,CECIL PLAINS - LPO,Delivery Area,Updated 6-Feb-2020,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-27.6762483,150.7990338,30702118109,30702118109,307021181,Millmerran,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Toowoomba,36910,Maranoa,Rural
1548,4408,189,286,62.6,761,593,168,0,179,10,0,8927,"57,135",13.1,9253,BELL,QLD,151.426657,-26.851248,BELL - LPO,Delivery Area,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-26.9304715,151.4504787,30702118334,30702118348,307021183,Wambo,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,South Burnett,36630,Maranoa,Rural
1549,4410,290,547,49.7,1521,1169,352,0,272,18,0,19874,"127,193",29.2,23906,BURRA BURRI,QLD,151.109816,-26.781197,QLD Country 2,,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-26.783333,151.1,30702118340,30702118391,307021183,Wambo,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,South Burnett,36630,Maranoa,Rural
1550,4411,65,136,44.1,373,273,100,0,60,5,0,10416,"66,664",15.3,24033,TUCKERANG,QLD,150.9766972,-26.79458248,QLD Country 2,,Updated 4-Dec-2022,30702,Darling Downs - East,307,Darling Downs - Maranoa,R3,-26.9234031,150.9434612,30702118314,30702118389,307021183,Wambo,30702,Darling Downs - East,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1551,4412,48,85,51.8,261,201,60,0,44,4,0,14123,"90,385",20.7,9257,BRIGALOW,QLD,150.807058,-26.827837,BRIGALOW - CMA,Delivery Area,Updated 4-Dec-2022,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.9142824,150.7911697,30701117215,30701117215,307011172,Chinchilla,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1552,4413,1248,4035,25.9,832431,4519,3631,824281,1045,197,6,113953,"729,302",167.5,23889,AUBURN,QLD,150.545144,-26.706834,Chinchilla,,Updated 4-Dec-2022,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.7019937,150.6121804,30701117213,30701117213,307011172,Chinchilla,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1553,4415,365,1424,21.2,205239,1265,1474,202500,302,62,1,49678,"317,938",76.2,9268,BOORTKOI,QLD,150.205114,-26.627339,Miles,,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.5325,150.383,30701117507,30701117507,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,307.0779724,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1554,4416,77,280,19.3,935,240,395,300,54,22,1,16423,"105,106",25.1,9277,BARRAMORNIE,QLD,149.798038,-26.995752,CONDAMINE - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-27.0696947,150.0948046,30701117512,30701117512,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,286.0846863,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1555,4417,156,411,35,823,620,203,0,144,12,0,10766,"68,901",16.5,9284,NOORINDOO,QLD,149.070172,-27.348199,SURAT - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-27.0756515,149.0791268,30701117709,30701117709,307011177,Roma Region,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,347.3851013,Q2,PHN305,Western Queensland,Maranoa,34860,Maranoa,Rural
1556,4418,19,53,26.4,101,44,57,0,14,5,0,4440,"28,416",6.8,9291,GULUGUBA,QLD,150.143323,-26.290166,GULUGUBA-CMA,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.2422842,150.0953406,30701117501,30701117501,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1557,4419,165,404,36.4,878,605,273,0,147,18,0,40660,"260,225",62.3,23903,BUNDI,QLD,149.5515967,-26.14972587,QLD Country 2,,Updated 4-Dec-2022,30802,Gladstone - Biloela,308,Fitzroy,R3,-25.6847416,150.2808291,30802119410,30804152803,308041528,Banana,30804,Biloela,308,Central Queensland,4,4,6,6,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1558,4420,205,615,30.1,1208,859,349,0,185,20,0,24283,"155,410",37.2,23895,BAROONDAH,QLD,149.525293,-25.494713,QLD Country 3,,Updated 4-Dec-2022,30802,Gladstone - Biloela,308,Fitzroy,R3,-25.5026235,149.5374693,30802119409,30804152809,308041528,Banana,30804,Biloela,308,Central Queensland,4,4,6,6,Flynn,,Q2,PHN306, Central Queensland,Banana,30370,Maranoa,Rural
1559,4421,379,1456,23.1,2292,1586,706,0,337,42,0,18801,"120,325",27.6,9304,GORANBA,QLD,150.444304,-27.324371,TARA LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-27.2328996,150.6234289,30701117808,30701117814,307011178,Tara,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,3,3,5,5,Maranoa,,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1560,4422,90,279,24.4,633,296,337,0,68,22,0,17277,"110,575",26.5,21139,COOMRITH,QLD,149.5902729,-27.57379527,QLD Country 2,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-27.4918663,149.6423869,30701117811,30701117811,307011178,Tara,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,289.3436584,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1561,4423,31,106,22.6,212,113,99,0,24,7,0,6291,"40,260",9.6,9307,COOMRITH,QLD,149.525379,-27.383801,QLD Country 3,,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-27.4919,149.642,30701117811,30701117811,307011178,Tara,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,,Q2,PHN305,Western Queensland,Western Downs,37310,Maranoa,Rural
1562,4424,44,132,24.2,285,131,154,0,32,12,0,7729,"49,468",11.8,9310,DRILLHAM,QLD,149.960268,-26.598388,DRILLHAM - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.6404156,149.983677,30701117502,30701117502,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,3,6,5,Maranoa,349,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1563,4425,34,160,20,196,170,26,0,32,2,0,5529,"35,388",8.5,9313,BOGANDILLA,QLD,149.773144,-26.649074,DULACCA - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.4844107,149.7748167,30701117502,30701117502,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,3,6,5,Maranoa,311.0993347,Q2,PHN304,Darling Downs and West Moreton,Western Downs,37310,Maranoa,Rural
1564,4426,18,121,13.2,112,89,23,0,16,2,0,6715,"42,977",10.3,9315,JACKSON,QLD,149.590426,-26.539914,JACKSON CPA,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.6440948,149.6248521,30701117707,30701117707,307011177,Roma Region,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,,Q2,PHN305,Western Queensland,Western Downs,37310,Maranoa,Rural
1565,4427,83,187,40.1,359,261,98,0,75,8,0,5125,"32,802",7.9,9318,CLIFFORD,QLD,149.381938,-26.75002,YULEBA - LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.1538671,149.3936683,30701117509,30701117509,307011175,Miles - Wandoan,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,340.9933167,Q2,PHN305,Western Queensland,Western Downs,37310,Maranoa,Rural
1566,4428,170,322,47.2,816,540,276,0,152,18,0,20418,"130,672",31.3,9322,PICKANJINNIE,QLD,149.206489,-26.40373,WALLUMBILLA-LPO,Delivery Area,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.4621844,149.0961138,30701117706,30701117706,307011177,Roma Region,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,4,4,6,6,Maranoa,,Q2,PHN305,Western Queensland,Maranoa,34860,Maranoa,Rural
1567,4454,202,409,43.8,1299,741,558,0,179,23,0,24938,"159,601",38.3,23887,ARCADIA VALLEY,QLD,148.672028,-25.724492,QLD Country 3,,Updated 4-Dec-2022,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-25.5822287,148.6984192,30701117718,30701117721,307011177,Roma Region,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,5,4,7,6,Maranoa,,Q3,PHN305,Western Queensland,Maranoa,34860,Maranoa,Rural
1568,4455,1586,4581,30.1,9075,4841,4234,0,1379,207,0,128875,"824,801",198.4,9337,ANGELLALA,QLD,148.690231,-26.73282,Roma,,Updated 6-Feb-2020,30701,Darling Downs (West) - Maranoa,307,Darling Downs - Maranoa,R3,-26.409,146.891,31503140903,31503140903,315031409,Charleville,31503,Outback - South,315,Queensland - Outback,5,5,7,7,Maranoa,298.6469421,Q3,PHN305,Western Queensland,Maranoa,34860,Maranoa,Rural
