,postcode,instals,estimated_dwellings,density,capacity,capunder10,cap10_100,capover100,countunder10,count10_100,countover100,pot_kw,pot_sqm,pot_gwh
449,2576,1775,6285,24.1,11559,6956,4603,0,1516,259,0,143012,"915,278",188.3
450,2577,2839,7439,32.4,19769,11768,8001,0,2407,432,0,217592,"1,392,590",287.2
451,2578,545,1418,34.3,2947,2096,851,0,486,59,0,28264,"180,889",38.4
452,2579,933,2369,33.5,5899,3712,2187,0,793,140,0,64403,"412,177",87.6
453,2580,3895,14117,23.8,27549,15692,8518,3339,3363,529,3,355302,"2,273,930",483.5
454,2581,483,1055,39.1,3056,2110,946,0,412,71,0,44051,"281,924",59.7
455,2582,2454,5490,36.3,16984,10058,6926,0,1993,461,0,104883,"671,253",145.1
456,2583,795,2743,26.2,4461,3216,1245,0,720,75,0,67859,"434,296",92.0
457,2584,125,308,35.7,752,566,186,0,110,15,0,4516,"28,904",6.2
458,2585,26,155,12.3,206,109,97,0,19,7,0,5565,"35,619",7.7
459,2586,608,1516,35.8,3555,2494,1061,0,543,65,0,44988,"287,923",63.8
460,2587,616,1439,37.7,4149,2667,1285,197,542,73,1,28341,"181,382",39.9
461,2588,85,143,50.3,507,349,158,0,72,13,0,7161,"45,833",10.5
462,2590,1285,3614,31.5,8301,5187,2645,469,1139,145,1,95850,"613,438",125.9
463,2594,1854,4981,31.5,12703,7691,4891,121,1571,282,1,103148,"660,144",150.8
464,2600,768,2637,21.9,8402,2782,5357,263,578,189,1,82425,"527,518",114.4
465,2601,37,47,,2115,40,1673,402,7,29,1,49060,"313,984",68.1
466,2602,3084,10835,25.6,18237,13174,4877,186,2775,308,1,158830,"1,016,509",220.0
467,2603,784,2894,19.8,7396,2965,4431,0,573,211,0,65795,"421,087",93.0
468,2604,728,2430,26.1,4785,2880,1905,0,634,94,0,43673,"279,504",60.5
469,2605,1239,4098,25.7,8119,4987,2652,480,1053,185,1,67869,"434,364",95.9
470,2606,843,4055,17.4,5762,3066,2696,0,704,139,0,65174,"417,113",92.0
471,2607,1556,5571,23.5,9750,6389,3361,0,1309,247,0,82071,"525,252",115.9
472,2609,213,509,9.8,11902,304,6762,4836,50,157,6,132429,"847,548",188.0
473,2611,4644,12470,31.5,30278,19672,10209,397,3926,716,2,154431,"988,361",218.2
474,2612,652,3015,18.1,5090,2603,2287,200,545,106,1,70302,"449,930",97.5
475,2614,2445,7503,28.7,14200,10162,4038,0,2154,291,0,107520,"688,128",149.0
476,2615,6115,17970,30.6,35046,26662,8384,0,5497,618,0,235891,"1,509,701",326.9
477,2617,3282,10336,27.7,21917,13595,6651,1671,2862,417,3,185586,"1,187,751",257.0
478,2618,270,551,35.8,2378,1067,1311,0,197,73,0,3324,"21,272",4.6
479,2619,1115,3359,27.7,7869,5064,2511,294,929,185,1,57215,"366,178",79.3
480,2620,5479,15174,29.6,41261,23580,17336,345,4496,981,2,38865,"248,738",56.4
481,2621,1239,2560,41.5,7787,5569,2218,0,1063,176,0,70858,"453,491",98.1
482,2622,953,2766,30.8,5081,3676,1405,0,853,100,0,67648,"432,944",91.8
483,2623,79,296,24.3,406,319,87,0,72,7,0,5224,"33,436",7.2
484,2625,5,8,,120,20,100,0,4,1,0,0,0,0.0
485,2626,93,199,43.7,486,416,70,0,87,6,0,7223,"46,225",10.1
486,2627,763,2666,22.7,5544,3116,2428,0,604,159,0,18113,"115,925",22.9
487,2628,337,1267,24.1,1982,1459,523,0,305,32,0,20871,"133,577",29.1
488,2629,108,588,16.2,785,479,306,0,95,13,0,11511,"73,668",15.1
489,2630,1283,4013,29.1,7485,5172,2313,0,1168,115,0,110872,"709,583",155.1
490,2631,90,380,21.6,441,328,113,0,82,8,0,11276,"72,167",15.1
491,2632,302,910,31.1,1428,1155,273,0,283,19,0,30241,"193,544",40.5
492,2633,44,244,17.6,209,183,26,0,43,1,0,8992,"57,549",12.0
493,2640,6301,19852,27.9,41364,25290,15344,730,5534,765,2,374473,"2,396,626",506.6
494,2641,2238,9092,22.5,13183,9230,3953,0,2045,193,0,124716,"798,181",168.6
495,2642,1126,2127,46.9,7065,4989,2076,0,997,129,0,96072,"614,860",129.1
496,2643,698,1339,48.8,4158,3068,1090,0,654,44,0,7796,"49,895",10.7
497,2644,513,1171,38.4,3466,2252,1214,0,450,63,0,54700,"350,077",73.5
498,2645,105,225,42.2,670,465,205,0,95,10,0,11694,"74,843",16.0
499,2646,1536,3310,42.0,49628,6615,3189,39824,1391,143,2,79051,"505,924",108.2
500,2647,608,1107,49.5,4326,2617,1413,296,548,59,1,7445,"47,651",10.2
501,2648,492,1170,34.8,3805,1981,1824,0,407,85,0,47230,"302,273",68.8
502,2649,7,10,,30,19,11,0,6,1,0,1047,"6,701",1.4
503,2650,8069,23164,31.6,212746,33549,15323,163874,7322,741,6,581920,"3,724,289",786.0
504,2651,246,777,29.7,1512,1161,351,0,231,15,0,25688,"164,405",35.0
505,2652,835,1985,36.4,6017,3642,1573,802,723,109,3,109211,"698,950",161.1
506,2653,506,1184,39.2,2942,2131,811,0,464,42,0,43495,"278,371",57.2
507,2655,280,605,41.7,1615,1179,436,0,252,28,0,21829,"139,704",29.4
508,2656,272,613,40.1,1634,1208,426,0,246,26,0,26324,"168,471",35.3
509,2658,320,676,44.2,1778,1410,368,0,299,21,0,33879,"216,824",45.5
510,2659,181,343,48.7,1342,843,273,226,167,13,1,12430,"79,550",16.7
511,2660,353,695,45.2,2782,1447,890,445,314,37,2,14797,"94,699",19.9
512,2661,1,57,1.8,6,6,0,0,1,0,0,10027,"64,174",13.9
513,2663,675,1822,34.5,43238,2733,1106,39399,628,46,1,52632,"336,847",69.2
514,2665,327,1022,28.0,2085,1516,569,0,286,41,0,54912,"351,438",81.0
515,2666,917,2568,30.9,117078,3870,2304,110904,794,121,2,115589,"739,767",169.7
516,2668,74,209,33.5,357,309,48,0,70,4,0,13427,"85,933",19.6
517,2669,288,899,26.7,2435,1262,621,552,240,46,2,72886,"466,472",107.5
518,2671,803,1826,37.7,6657,3190,2209,1258,689,112,2,40433,"258,769",59.6
519,2672,322,587,44.0,2979,1259,1499,221,258,63,1,12898,"82,548",19.0
520,2675,278,729,28.1,123204,987,2283,119934,205,69,4,35581,"227,715",52.6
521,2680,3462,8399,31.5,67801,12872,17347,37582,2648,804,10,330854,"2,117,463",490.7
522,2681,275,678,29.4,2381,994,1387,0,199,76,0,41740,"267,136",62.4
523,2700,860,2278,32.7,6906,3441,2254,1211,746,113,1,33455,"214,114",49.4
524,2701,416,1006,37.9,2431,1755,676,0,381,35,0,20250,"129,599",29.9
525,2702,165,325,46.2,837,652,185,0,150,15,0,17938,"114,800",26.5
526,2703,125,281,39.1,839,568,271,0,110,15,0,10997,"70,382",16.1
527,2705,1539,4379,28.1,26995,5970,6503,14522,1231,306,2,148567,"950,830",220.4
528,2706,226,574,34.5,335122,983,749,333390,198,25,3,29081,"186,117",42.9
529,2707,199,615,25.2,190308,724,904,188680,155,43,1,29118,"186,354",43.0
530,2710,1947,4591,36.0,14687,8394,6293,0,1655,292,0,187120,"1,197,567",265.1
531,2711,606,1754,27.5,5671,2462,2614,595,482,122,2,72679,"465,148",107.4
532,2712,325,659,42.5,2441,1319,1122,0,280,45,0,35505,"227,229",48.7
533,2713,595,1391,35.5,180102,2435,2376,175291,494,100,1,32441,"207,622",45.7
534,2714,712,1691,38.3,4335,2918,1417,0,648,64,0,53063,"339,606",75.4
535,2715,221,861,21.8,605832,931,642,604259,188,30,3,19598,"125,428",28.5
536,2716,289,550,47.3,1789,1229,560,0,260,29,0,17871,"114,376",26.4
537,2717,203,631,26.1,5449,800,632,4017,165,36,2,18713,"119,761",27.3
538,2720,1368,3774,32.9,7969,5663,2306,0,1240,128,0,37806,"241,959",49.5
539,2721,34,150,20.0,227,173,54,0,30,4,0,8712,"55,756",12.7
540,2722,581,1507,33.5,3849,2367,1482,0,505,76,0,52717,"337,390",69.1
541,2725,68,203,30.0,365,278,87,0,61,7,0,5325,"34,081",7.8
542,2726,56,121,39.7,394,257,137,0,48,8,0,6072,"38,859",8.6
543,2727,63,165,29.7,466,252,214,0,49,14,0,10861,"69,509",15.3
544,2729,377,758,45.4,2172,1601,571,0,344,33,0,19701,"126,089",25.8
545,2730,275,682,36.2,1665,1057,608,0,247,28,0,27482,"175,882",36.2
546,2731,1396,3218,38.2,9333,5802,3334,197,1229,166,1,28634,"183,260",40.4
547,2732,399,994,26.6,3778,1387,2391,0,264,135,0,43840,"280,575",63.4
548,2733,132,353,32.3,906,588,318,0,114,18,0,12930,"82,749",18.6
549,2734,67,206,17.5,929,228,701,0,36,31,0,16137,"103,276",23.3
550,2735,83,207,38.6,556,521,35,0,80,3,0,11092,"70,986",16.0
551,2736,67,181,26.0,719,215,504,0,47,20,0,8459,"54,139",12.2
552,2737,112,411,18.2,2153,399,1048,706,75,35,2,10850,"69,442",15.8
553,2738,377,653,37.4,3701,1392,2309,0,244,133,0,25191,"161,221",36.7
554,2739,244,733,24.6,4156,914,1593,1649,180,61,3,26319,"168,444",38.7
555,2745,4105,10763,31.6,27363,16847,10516,0,3402,703,0,203097,"1,299,822",262.9
556,2747,6118,18032,30.3,38578,27766,9752,1060,5469,647,2,210898,"1,349,745",271.5
557,2748,260,574,31.4,2625,959,1666,0,180,80,0,37092,"237,389",48.2
558,2749,2001,6269,27.4,12882,8078,4804,0,1716,285,0,99010,"633,665",127.3
559,2750,4579,17346,23.4,30633,17783,11871,979,4055,522,2,321400,"2,056,959",416.3
560,2752,857,1674,39.5,6005,3159,2846,0,661,196,0,43846,"280,617",57.0
561,2753,1805,6174,23.3,13471,6647,6526,298,1438,366,1,182504,"1,168,028",235.2
562,2754,951,2305,34.1,6424,3955,2469,0,786,165,0,51263,"328,083",66.7
563,2756,3994,12972,23.3,32431,14561,17870,0,3019,975,0,344062,"2,201,995",448.0
564,2757,101,291,21.0,928,303,625,0,61,40,0,9511,"60,868",12.3
565,2758,1193,3150,28.6,8343,4251,4092,0,902,291,0,99390,"636,097",128.7
566,2759,3366,8886,34.5,20420,14176,5545,699,3068,296,2,215354,"1,378,264",282.8
567,2760,3119,14039,20.6,18822,13086,5614,122,2892,226,1,199984,"1,279,896",260.5
568,2761,4757,10310,41.8,28662,20049,8243,370,4314,441,2,161148,"1,031,345",210.9
569,2762,2840,2129,,20805,14968,5837,0,2423,417,0,44600,"285,442",57.9
570,2763,3756,9334,36.9,19465,15273,4192,0,3442,314,0,116560,"745,987",150.1
571,2765,7632,5754,,65225,37791,24199,3235,5990,1636,6,218606,"1,399,076",284.9
572,2766,1717,5079,30.2,18889,6838,6377,5674,1536,172,9,195351,"1,250,245",256.8
573,2767,3418,8204,39.4,14764,12406,2358,0,3232,186,0,86649,"554,553",111.5
574,2768,4240,8898,43.4,22620,17386,5234,0,3858,382,0,112710,"721,344",145.2
575,2769,2799,6717,35.8,17879,12807,5072,0,2408,391,0,51657,"330,608",66.5
576,2770,4945,19398,23.8,26822,19935,6327,560,4619,324,2,262639,"1,680,888",338.4
577,2773,851,2218,34.2,4540,3354,1186,0,758,93,0,37305,"238,749",47.9
578,2774,1704,4960,31.8,8620,6833,1787,0,1575,129,0,71831,"459,717",92.3
579,2775,249,852,26.1,1482,950,532,0,222,27,0,26881,"172,039",34.8
580,2776,632,1580,36.4,3099,2357,742,0,575,57,0,24214,"154,972",31.1
581,2777,2460,6691,33.2,12863,9047,3667,149,2223,236,1,116062,"742,795",149.2
582,2778,428,983,41.2,1892,1614,278,0,405,23,0,15917,"101,870",20.4
583,2779,673,2099,30.0,3129,2516,613,0,629,44,0,28924,"185,112",37.1
584,2780,1697,7128,22.2,8845,6290,2555,0,1579,118,0,111048,"710,709",145.9
585,2782,935,3014,29.1,4707,3772,935,0,876,59,0,48722,"311,823",62.5
586,2783,373,1155,30.1,1735,1306,429,0,348,25,0,19343,"123,795",24.8
587,2784,208,559,35.1,898,735,163,0,196,12,0,8394,"53,723",10.8
588,2785,772,2958,24.7,3845,2962,883,0,730,42,0,4489,"28,731",5.9
589,2786,215,899,21.8,1076,805,271,0,196,19,0,5224,"33,431",6.7
590,2787,678,2143,27.7,5818,2694,1130,1994,593,84,1,40069,"256,440",52.5
591,2790,1948,7506,22.6,12611,7756,4429,426,1696,250,2,162605,"1,040,672",214.3
592,2791,62,156,31.4,470,232,238,0,49,13,0,6491,"41,540",9.2
593,2792,61,208,25.5,489,253,236,0,53,8,0,7418,"47,478",10.5
594,2793,217,590,34.9,1062,922,140,0,206,11,0,15976,"102,248",22.7
595,2794,1838,4577,34.8,11845,7057,4542,246,1591,246,1,140984,"902,298",201.0
596,2795,6172,19197,27.9,41582,26221,15062,299,5357,814,1,475978,"3,046,258",665.7
597,2797,76,187,34.2,465,305,160,0,64,12,0,3750,"24,003",5.3
598,2798,363,954,32.3,2183,1511,672,0,308,55,0,29101,"186,248",41.3
599,2799,522,1734,25.7,4140,2196,1343,601,446,75,1,24870,"159,170",35.3
600,2800,6523,20369,27.5,46400,27734,17319,1347,5601,919,3,462098,"2,957,429",658.9
601,2803,71,152,40.8,667,297,370,0,62,9,0,10863,"69,523",15.4
602,2804,652,1223,47.3,4043,2641,1402,0,578,74,0,32462,"207,757",46.0
603,2805,68,198,28.3,428,236,192,0,56,12,0,8188,"52,406",12.0
604,2806,146,420,29.5,1153,640,513,0,124,22,0,12064,"77,208",17.6
605,2807,100,216,42.1,509,398,111,0,91,9,0,8077,"51,695",11.5
606,2808,47,196,21.9,241,198,43,0,43,4,0,6043,"38,678",8.6
607,2809,51,113,38.9,297,213,84,0,44,7,0,6341,"40,584",9.3
608,2810,623,1691,31.7,4143,2521,1622,0,536,87,0,44326,"283,686",64.8
609,2817,47,157,24.2,300,186,114,0,38,9,0,10570,"67,650",15.6
610,2818,133,354,31.4,836,554,282,0,111,22,0,14895,"95,325",21.9
611,2820,1044,3075,29.4,397104,3938,2279,390887,903,139,2,56651,"362,569",83.5
612,2821,1163,1983,51.4,17873,3994,2488,11391,1020,141,2,78374,"501,596",115.5
613,2822,48,208,16.8,450,201,249,0,35,13,0,10781,"68,996",15.9
614,2823,358,614,49.5,2077,1287,790,0,304,54,0,38714,"247,769",57.0
615,2824,570,1010,48.1,3408,2040,1368,0,486,84,0,46818,"299,633",69.2
616,2825,453,1094,35.3,105252,1511,1141,102600,386,65,2,45001,"288,004",67.1
617,2826,43,75,46.7,132103,169,87,131847,35,7,1,7763,"49,683",11.4
618,2827,878,1696,46.6,4634,3147,1487,0,791,87,0,65722,"420,622",96.9
619,2828,193,477,32.5,1318,712,606,0,155,38,0,24993,"159,955",36.8
620,2829,735,1431,44.7,4410,2693,1717,0,639,96,0,36309,"232,380",54.1
621,2830,9865,16789,52.9,71120,32954,18614,19552,8881,978,6,440342,"2,818,192",651.8
622,2831,592,907,60.0,3303,2068,635,600,544,47,1,55997,"358,380",83.3
623,2832,519,1261,34.7,3507,1782,1725,0,438,81,0,60074,"384,473",90.0
624,2833,200,406,44.8,1016,769,247,0,182,18,0,14832,"94,926",22.1
625,2834,626,1437,39.2,2912,1694,1218,0,564,62,0,40350,"258,241",61.2
626,2835,961,1988,43.2,5286,3486,1800,0,858,103,0,58039,"371,448",86.7
627,2836,229,471,37.8,1475,716,759,0,178,51,0,17842,"114,190",28.0
